-183.598, 77.880, 1.829,  1.765
-183.592, 77.822, 1.774,  1.798
-183.587, 77.765, 1.719,  1.831
-183.581, 77.710, 1.635,  1.864
-183.576, 77.658, 1.573,  1.897
-183.571, 77.608, 1.520,  1.930
-183.566, 77.559, 1.480,  1.963
-183.561, 77.511, 1.455,  1.996
-183.556, 77.463, 1.446,  2.029
-183.551, 77.414, 1.457,  2.062
-183.546, 77.365, 1.493,  2.095
-183.541, 77.313, 1.558,  2.128
-183.535, 77.258, 1.664,  2.161
-183.529, 77.198, 1.818,  2.194
-183.523, 77.133, 1.967,  2.227
-183.516, 77.063, 2.090,  2.260
-183.508, 76.991, 2.159,  2.293
-183.501, 76.919, 2.186,  2.326
-183.494, 76.846, 2.187,  2.359
-183.487, 76.774, 2.171,  2.392
-183.480, 76.703, 2.140,  2.425
-183.473, 76.634, 2.100,  2.458
-183.466, 76.566, 2.053,  2.491
-183.460, 76.500, 2.001,  2.524
-183.453, 76.435, 1.946,  2.557
-183.447, 76.373, 1.889,  2.590
-183.441, 76.313, 1.804,  2.623
-183.435, 76.256, 1.739,  2.656
-183.430, 76.200, 1.689,  2.689
-183.424, 76.145, 1.650,  2.722
-183.419, 76.091, 1.626,  2.755
-183.413, 76.037, 1.619,  2.788
-183.408, 75.983, 1.633,  2.821
-183.402, 75.928, 1.670,  2.854
-183.397, 75.870, 1.738,  2.887
-183.390, 75.809, 1.850,  2.920
-183.384, 75.743, 1.990,  2.953
-183.377, 75.673, 2.119,  2.986
-183.370, 75.599, 2.220,  3.019
-183.362, 75.523, 2.272,  3.052
-183.355, 75.447, 2.285,  3.085
-183.348, 75.372, 2.277,  3.118
-183.341, 75.297, 2.251,  3.151
-183.334, 75.224, 2.214,  3.184
-183.327, 75.152, 2.168,  3.217
-183.320, 75.082, 2.116,  3.250
-183.314, 75.014, 2.060,  3.283
-183.307, 74.948, 2.001,  3.316
-183.301, 74.884, 1.915,  3.349
-183.296, 74.823, 1.847,  3.382
-183.290, 74.763, 1.797,  3.415
-183.284, 74.705, 1.761,  3.448
-183.279, 74.647, 1.741,  3.481
-183.273, 74.590, 1.737,  3.514
-183.268, 74.531, 1.754,  3.547
-183.262, 74.472, 1.796,  3.580
-183.257, 74.410, 1.869,  3.613
-183.251, 74.344, 1.986,  3.646
-183.244, 74.274, 2.112,  3.679
-183.237, 74.200, 2.234,  3.712
-183.230, 74.122, 2.333,  3.745
-183.223, 74.043, 2.384,  3.778
-183.216, 73.963, 2.397,  3.811
-183.209, 73.884, 2.387,  3.844
-183.202, 73.805, 2.360,  3.877
-183.195, 73.728, 2.320,  3.910
-183.189, 73.653, 2.272,  3.943
-183.182, 73.580, 2.217,  3.976
-183.176, 73.508, 2.158,  4.009
-183.170, 73.439, 2.074,  4.042
-183.164, 73.373, 2.005,  4.075
-183.159, 73.308, 1.952,  4.108
-183.153, 73.245, 1.916,  4.141
-183.148, 73.182, 1.894,  4.174
-183.142, 73.119, 1.890,  4.207
-183.137, 73.056, 1.906,  4.240
-183.132, 72.992, 1.947,  4.273
-183.126, 72.925, 2.021,  4.306
-183.120, 72.854, 2.132,  4.339
-183.114, 72.779, 2.252,  4.372
-183.107, 72.700, 2.370,  4.405
-183.101, 72.618, 2.465,  4.438
-183.094, 72.534, 2.515,  4.471
-183.087, 72.450, 2.527,  4.504
-183.080, 72.367, 2.515,  4.537
-183.074, 72.284, 2.485,  4.570
-183.067, 72.203, 2.443,  4.603
-183.061, 72.124, 2.391,  4.636
-183.055, 72.046, 2.333,  4.669
-183.049, 71.972, 2.251,  4.702
-183.044, 71.899, 2.182,  4.735
-183.038, 71.829, 2.127,  4.768
-183.033, 71.760, 2.090,  4.801
-183.028, 71.691, 2.071,  4.834
-183.023, 71.622, 2.067,  4.867
-183.017, 71.553, 2.085,  4.900
-183.012, 71.482, 2.128,  4.933
-183.007, 71.409, 2.205,  4.966
-183.001, 71.333, 2.304,  4.999
-182.995, 71.253, 2.414,  5.032
-182.989, 71.169, 2.520,  5.065
-182.983, 71.082, 2.603,  5.098
-182.976, 70.994, 2.642,  5.131
-182.970, 70.906, 2.645,  5.164
-182.964, 70.818, 2.625,  5.197
-182.958, 70.732, 2.589,  5.230
-182.952, 70.648, 2.541,  5.263
-182.946, 70.566, 2.484,  5.296
-182.941, 70.486, 2.405,  5.329
-182.936, 70.408, 2.335,  5.362
-182.930, 70.333, 2.278,  5.395
-182.925, 70.258, 2.239,  5.428
-182.920, 70.185, 2.220,  5.461
-182.915, 70.111, 2.221,  5.494
-182.910, 70.037, 2.242,  5.527
-182.905, 69.961, 2.286,  5.560
-182.900, 69.882, 2.357,  5.593
-182.895, 69.801, 2.449,  5.626
-182.889, 69.716, 2.554,  5.659
-182.884, 69.628, 2.658,  5.692
-182.878, 69.536, 2.741,  5.725
-182.872, 69.444, 2.782,  5.758
-182.866, 69.351, 2.786,  5.791
-182.861, 69.259, 2.766,  5.824
-182.855, 69.168, 2.728,  5.857
-182.850, 69.079, 2.677,  5.890
-182.845, 68.992, 2.618,  5.923
-182.839, 68.908, 2.537,  5.956
-182.835, 68.826, 2.464,  5.989
-182.830, 68.746, 2.404,  6.022
-182.825, 68.668, 2.361,  6.055
-182.821, 68.590, 2.338,  6.088
-182.816, 68.512, 2.337,  6.121
-182.811, 68.434, 2.359,  6.154
-182.807, 68.354, 2.403,  6.187
-182.802, 68.272, 2.470,  6.220
-182.797, 68.187, 2.558,  6.253
-182.792, 68.098, 2.663,  6.286
-182.787, 68.006, 2.774,  6.319
-182.782, 67.910, 2.873,  6.352
-182.776, 67.812, 2.939,  6.385
-182.771, 67.714, 2.958,  6.418
-182.766, 67.616, 2.948,  6.451
-182.761, 67.518, 2.916,  6.484
-182.756, 67.423, 2.869,  6.517
-182.751, 67.330, 2.810,  6.550
-182.746, 67.239, 2.731,  6.583
-182.741, 67.151, 2.658,  6.616
-182.737, 67.064, 2.595,  6.649
-182.733, 66.980, 2.549,  6.682
-182.728, 66.896, 2.522,  6.715
-182.724, 66.812, 2.516,  6.748
-182.720, 66.728, 2.533,  6.781
-182.716, 66.643, 2.573,  6.814
-182.711, 66.555, 2.636,  6.847
-182.707, 66.465, 2.721,  6.880
-182.702, 66.371, 2.824,  6.913
-182.698, 66.273, 2.934,  6.946
-182.693, 66.172, 3.035,  6.979
-182.688, 66.068, 3.108,  7.012
-182.683, 65.964, 3.135,  7.045
-182.678, 65.859, 3.128,  7.078
-182.673, 65.756, 3.097,  7.111
-182.669, 65.655, 3.049,  7.144
-182.664, 65.555, 2.988,  7.177
-182.660, 65.459, 2.909,  7.210
-182.656, 65.364, 2.833,  7.243
-182.652, 65.273, 2.768,  7.276
-182.648, 65.182, 2.718,  7.309
-182.644, 65.093, 2.686,  7.342
-182.640, 65.004, 2.676,  7.375
-182.636, 64.915, 2.689,  7.408
-182.632, 64.824, 2.725,  7.441
-182.628, 64.731, 2.785,  7.474
-182.624, 64.636, 2.867,  7.507
-182.620, 64.537, 2.968,  7.540
-182.616, 64.435, 3.080,  7.573
-182.612, 64.328, 3.191,  7.606
-182.607, 64.219, 3.281,  7.639
-182.603, 64.108, 3.331,  7.672
-182.598, 63.997, 3.338,  7.705
-182.594, 63.886, 3.316,  7.738
-182.590, 63.777, 3.272,  7.771
-182.585, 63.670, 3.213,  7.804
-182.581, 63.566, 3.143,  7.837
-182.578, 63.464, 3.056,  7.870
-182.574, 63.365, 2.973,  7.903
-182.570, 63.269, 2.902,  7.936
-182.567, 63.174, 2.845,  7.969
-182.563, 63.081, 2.808,  8.002
-182.560, 62.988, 2.793,  8.035
-182.556, 62.895, 2.801,  8.068
-182.553, 62.800, 2.833,  8.101
-182.549, 62.704, 2.890,  8.134
-182.546, 62.605, 2.969,  8.167
-182.542, 62.503, 3.069,  8.200
-182.538, 62.397, 3.184,  8.233
-182.534, 62.287, 3.305,  8.266
-182.530, 62.173, 3.423,  8.299
-182.526, 62.056, 3.518,  8.332
-182.522, 61.937, 3.573,  8.365
-182.518, 61.817, 3.584,  8.398
-182.514, 61.698, 3.562,  8.431
-182.510, 61.581, 3.517,  8.464
-182.507, 61.466, 3.454,  8.497
-182.503, 61.354, 3.379,  8.530
-182.499, 61.245, 3.290,  8.563
-182.496, 61.138, 3.205,  8.596
-182.493, 61.034, 3.128,  8.629
-182.489, 60.932, 3.067,  8.662
-182.486, 60.832, 3.023,  8.695
-182.483, 60.732, 3.002,  8.728
-182.480, 60.632, 3.004,  8.761
-182.477, 60.531, 3.031,  8.794
-182.474, 60.428, 3.083,  8.827
-182.470, 60.323, 3.158,  8.860
-182.467, 60.215, 3.255,  8.893
-182.464, 60.102, 3.366,  8.926
-182.460, 59.986, 3.488,  8.959
-182.457, 59.866, 3.609,  8.992
-182.453, 59.742, 3.712,  9.025
-182.450, 59.616, 3.780,  9.058
-182.446, 59.489, 3.801,  9.091
-182.442, 59.363, 3.784,  9.124
-182.439, 59.239, 3.741,  9.157
-182.435, 59.116, 3.678,  9.190
-182.432, 58.996, 3.601,  9.223
-182.429, 58.880, 3.513,  9.256
-182.426, 58.766, 3.425,  9.289
-182.423, 58.654, 3.346,  9.322
-182.420, 58.545, 3.280,  9.355
-182.417, 58.438, 3.232,  9.388
-182.414, 58.331, 3.205,  9.421
-182.411, 58.225, 3.203,  9.454
-182.408, 58.117, 3.225,  9.487
-182.406, 58.008, 3.272,  9.520
-182.403, 57.897, 3.344,  9.553
-182.400, 57.782, 3.437,  9.586
-182.397, 57.664, 3.546,  9.619
-182.393, 57.542, 3.665,  9.652
-182.390, 57.416, 3.789,  9.685
-182.387, 57.286, 3.909,  9.718
-182.384, 57.152, 4.006,  9.751
-182.380, 57.017, 4.065,  9.784
-182.377, 56.881, 4.077,  9.817
-182.374, 56.746, 4.053,  9.850
-182.371, 56.612, 4.001,  9.883
-182.368, 56.482, 3.931,  9.916
-182.365, 56.354, 3.846,  9.949
-182.362, 56.229, 3.753,  9.982
-182.359, 56.107, 3.660, 10.015
-182.356, 55.988, 3.575, 10.048
-182.354, 55.872, 3.503, 10.081
-182.351, 55.757, 3.448, 10.114
-182.348, 55.643, 3.415, 10.147
-182.346, 55.530, 3.405, 10.180
-182.343, 55.416, 3.422, 10.213
-182.341, 55.301, 3.464, 10.246
-182.338, 55.183, 3.531, 10.279
-182.335, 55.062, 3.621, 10.312
-182.333, 54.938, 3.725, 10.345
-182.330, 54.810, 3.841, 10.378
-182.327, 54.678, 3.965, 10.411
-182.324, 54.542, 4.092, 10.444
-182.321, 54.401, 4.211, 10.477
-182.318, 54.258, 4.306, 10.510
-182.315, 54.113, 4.359, 10.543
-182.312, 53.967, 4.367, 10.576
-182.309, 53.822, 4.338, 10.609
-182.306, 53.680, 4.283, 10.642
-182.304, 53.540, 4.207, 10.675
-182.301, 53.403, 4.116, 10.708
-182.298, 53.269, 4.018, 10.741
-182.296, 53.139, 3.920, 10.774
-182.293, 53.012, 3.828, 10.807
-182.291, 52.887, 3.750, 10.840
-182.288, 52.764, 3.688, 10.873
-182.286, 52.643, 3.648, 10.906
-182.284, 52.522, 3.631, 10.939
-182.281, 52.400, 3.641, 10.972
-182.279, 52.278, 3.678, 11.005
-182.277, 52.153, 3.740, 11.038
-182.274, 52.026, 3.824, 11.071
-182.272, 51.895, 3.924, 11.104
-182.269, 51.760, 4.036, 11.137
-182.267, 51.622, 4.157, 11.170
-182.264, 51.479, 4.284, 11.203
-182.262, 51.332, 4.412, 11.236
-182.259, 51.181, 4.533, 11.269
-182.256, 51.027, 4.629, 11.302
-182.253, 50.871, 4.684, 11.335
-182.251, 50.714, 4.693, 11.368
-182.248, 50.559, 4.664, 11.401
-182.245, 50.406, 4.607, 11.434
-182.243, 50.255, 4.529, 11.467
-182.240, 50.107, 4.435, 11.500
-182.238, 49.963, 4.333, 11.533
-182.236, 49.823, 4.229, 11.566
-182.233, 49.685, 4.132, 11.599
-182.231, 49.550, 4.047, 11.632
-182.229, 49.418, 3.978, 11.665
-182.227, 49.287, 3.930, 11.698
-182.225, 49.157, 3.905, 11.731
-182.222, 49.027, 3.907, 11.764
-182.220, 48.896, 3.937, 11.797
-182.218, 48.763, 3.993, 11.830
-182.216, 48.627, 4.071, 11.863
-182.214, 48.488, 4.165, 11.896
-182.211, 48.346, 4.272, 11.929
-182.209, 48.199, 4.388, 11.962
-182.207, 48.049, 4.511, 11.995
-182.204, 47.894, 4.639, 12.028
-182.202, 47.736, 4.768, 12.061
-182.199, 47.573, 4.889, 12.094
-182.197, 47.407, 4.986, 12.127
-182.194, 47.239, 5.047, 12.160
-182.192, 47.070, 5.060, 12.193
-182.190, 46.903, 5.033, 12.226
-182.187, 46.737, 4.978, 12.259
-182.185, 46.574, 4.896, 12.292
-182.183, 46.414, 4.799, 12.325
-182.180, 46.258, 4.693, 12.358
-182.178, 46.106, 4.585, 12.391
-182.176, 45.956, 4.482, 12.424
-182.174, 45.810, 4.390, 12.457
-182.172, 45.667, 4.315, 12.490
-182.170, 45.525, 4.260, 12.523
-182.168, 45.384, 4.228, 12.556
-182.166, 45.243, 4.223, 12.589
-182.164, 45.102, 4.246, 12.622
-182.162, 44.959, 4.295, 12.655
-182.160, 44.813, 4.367, 12.688
-182.158, 44.664, 4.455, 12.721
-182.156, 44.512, 4.557, 12.754
-182.154, 44.357, 4.667, 12.787
-182.152, 44.197, 4.785, 12.820
-182.149, 44.034, 4.909, 12.853
-182.147, 43.866, 5.037, 12.886
-182.145, 43.694, 5.166, 12.919
-182.143, 43.518, 5.289, 12.952
-182.140, 43.338, 5.390, 12.985
-182.138, 43.157, 5.452, 13.018
-182.136, 42.975, 5.466, 13.051
-182.134, 42.794, 5.439, 13.084
-182.131, 42.615, 5.382, 13.117
-182.129, 42.438, 5.306, 13.150
-182.127, 42.264, 5.219, 13.183
-182.125, 42.094, 5.122, 13.216
-182.123, 41.927, 5.023, 13.249
-182.121, 41.763, 4.924, 13.282
-182.119, 41.602, 4.826, 13.315
-182.117, 41.444, 4.746, 13.348
-182.115, 41.288, 4.687, 13.381
-182.113, 41.133, 4.652, 13.414
-182.111, 40.978, 4.645, 13.447
-182.109, 40.822, 4.666, 13.480
-182.108, 40.665, 4.713, 13.513
-182.106, 40.506, 4.781, 13.546
-182.104, 40.344, 4.866, 13.579
-182.102, 40.178, 4.962, 13.612
-182.100, 40.009, 5.068, 13.645
-182.098, 39.836, 5.180, 13.678
-182.096, 39.660, 5.299, 13.711
-182.094, 39.479, 5.423, 13.744
-182.092, 39.294, 5.549, 13.777
-182.090, 39.106, 5.674, 13.810
-182.087, 38.913, 5.783, 13.843
-182.085, 38.718, 5.859, 13.876
-182.083, 38.522, 5.887, 13.909
-182.081, 38.326, 5.871, 13.942
-182.079, 38.133, 5.820, 13.975
-182.077, 37.942, 5.743, 14.008
-182.075, 37.754, 5.648, 14.041
-182.073, 37.569, 5.544, 14.074
-182.071, 37.388, 5.440, 14.107
-182.069, 37.211, 5.343, 14.140
-182.067, 37.036, 5.262, 14.173
-182.066, 36.863, 5.191, 14.206
-182.064, 36.692, 5.131, 14.239
-182.062, 36.522, 5.084, 14.272
-182.060, 36.354, 5.051, 14.305
-182.058, 36.186, 5.035, 14.338
-182.057, 36.018, 5.037, 14.371
-182.055, 35.849, 5.058, 14.404
-182.053, 35.679, 5.098, 14.437
-182.051, 35.507, 5.157, 14.470
-182.050, 35.332, 5.236, 14.503
-182.048, 35.155, 5.336, 14.536
-182.046, 34.973, 5.461, 14.569
-182.044, 34.786, 5.609, 14.602
-182.042, 34.594, 5.763, 14.635
-182.040, 34.397, 5.915, 14.668
-182.038, 34.195, 6.065, 14.701
-182.036, 33.988, 6.211, 14.734
-182.034, 33.777, 6.338, 14.767
-182.032, 33.563, 6.430, 14.800
-182.030, 33.348, 6.474, 14.833
-182.028, 33.132, 6.471, 14.866
-182.026, 32.919, 6.429, 14.899
-182.024, 32.707, 6.357, 14.932
-182.022, 32.499, 6.261, 14.965
-182.020, 32.294, 6.150, 14.998
-182.018, 32.094, 6.030, 15.031
-182.017, 31.897, 5.910, 15.064
-182.015, 31.704, 5.796, 15.097
-182.013, 31.515, 5.692, 15.130
-182.011, 31.328, 5.604, 15.163
-182.010, 31.143, 5.536, 15.196
-182.008, 30.960, 5.492, 15.229
-182.006, 30.778, 5.475, 15.262
-182.005, 30.595, 5.474, 15.295
-182.003, 30.412, 5.478, 15.328
-182.001, 30.229, 5.496, 15.361
-182.000, 30.044, 5.531, 15.394
-181.998, 29.858, 5.586, 15.427
-181.996, 29.669, 5.660, 15.460
-181.994, 29.478, 5.755, 15.493
-181.993, 29.282, 5.875, 15.526
-181.991, 29.081, 6.010, 15.559
-181.989, 28.877, 6.146, 15.592
-181.987, 28.667, 6.284, 15.625
-181.985, 28.453, 6.421, 15.658
-181.984, 28.235, 6.559, 15.691
-181.982, 28.012, 6.696, 15.724
-181.980, 27.785, 6.829, 15.757
-181.978, 27.554, 6.942, 15.790
-181.976, 27.321, 7.021, 15.823
-181.974, 27.086, 7.051, 15.856
-181.972, 26.852, 7.035, 15.889
-181.970, 26.619, 6.982, 15.922
-181.968, 26.390, 6.900, 15.955
-181.966, 26.164, 6.798, 15.988
-181.964, 25.942, 6.684, 16.021
-181.963, 25.723, 6.566, 16.054
-181.961, 25.508, 6.451, 16.087
-181.959, 25.297, 6.343, 16.120
-181.957, 25.089, 6.248, 16.153
-181.956, 24.883, 6.171, 16.186
-181.954, 24.680, 6.115, 16.219
-181.953, 24.477, 6.085, 16.252
-181.951, 24.274, 6.083, 16.285
-181.949, 24.070, 6.109, 16.318
-181.948, 23.865, 6.155, 16.351
-181.946, 23.657, 6.217, 16.384
-181.944, 23.447, 6.293, 16.417
-181.943, 23.235, 6.378, 16.450
-181.941, 23.019, 6.473, 16.483
-181.939, 22.800, 6.574, 16.516
-181.937, 22.577, 6.680, 16.549
-181.936, 22.351, 6.791, 16.582
-181.934, 22.121, 6.906, 16.615
-181.932, 21.887, 7.024, 16.648
-181.930, 21.649, 7.144, 16.681
-181.928, 21.407, 7.265, 16.714
-181.926, 21.162, 7.387, 16.747
-181.924, 20.912, 7.503, 16.780
-181.923, 20.659, 7.600, 16.813
-181.921, 20.404, 7.660, 16.846
-181.919, 20.149, 7.673, 16.879
-181.917, 19.894, 7.641, 16.912
-181.915, 19.642, 7.575, 16.945
-181.913, 19.393, 7.484, 16.978
-181.911, 19.148, 7.378, 17.011
-181.910, 18.906, 7.264, 17.044
-181.908, 18.668, 7.150, 17.077
-181.906, 18.434, 7.040, 17.110
-181.904, 18.202, 6.941, 17.143
-181.903, 17.974, 6.856, 17.176
-181.901, 17.748, 6.791, 17.209
-181.899, 17.523, 6.749, 17.242
-181.898, 17.298, 6.735, 17.275
-181.896, 17.073, 6.747, 17.308
-181.894, 16.847, 6.781, 17.341
-181.893, 16.619, 6.832, 17.374
-181.891, 16.389, 6.896, 17.407
-181.889, 16.156, 6.971, 17.440
-181.888, 15.921, 7.055, 17.473
-181.886, 15.683, 7.147, 17.506
-181.884, 15.441, 7.244, 17.539
-181.882, 15.197, 7.347, 17.572
-181.881, 14.948, 7.454, 17.605
-181.879, 14.696, 7.563, 17.638
-181.877, 14.441, 7.676, 17.671
-181.875, 14.181, 7.791, 17.704
-181.873, 13.918, 7.908, 17.737
-181.871, 13.651, 8.026, 17.770
-181.870, 13.380, 8.144, 17.803
-181.868, 13.106, 8.257, 17.836
-181.866, 12.828, 8.354, 17.869
-181.864, 12.547, 8.417, 17.902
-181.862, 12.267, 8.433, 17.935
-181.860, 11.987, 8.403, 17.968
-181.858, 11.709, 8.338, 18.001
-181.856, 11.435, 8.245, 18.034
-181.854, 11.164, 8.136, 18.067
-181.853, 10.897, 8.018, 18.100
-181.851, 10.635, 7.897, 18.133
-181.849, 10.375, 7.780, 18.166
-181.847, 10.120, 7.671, 18.199
-181.846, 9.868, 7.576, 18.232
-181.844, 9.618, 7.498, 18.265
-181.842, 9.370, 7.442, 18.298
-181.840, 9.122, 7.411, 18.331
-181.839, 8.875, 7.408, 18.364
-181.837, 8.628, 7.427, 18.397
-181.835, 8.379, 7.464, 18.430
-181.834, 8.128, 7.515, 18.463
-181.832, 7.875, 7.579, 18.496
-181.830, 7.620, 7.652, 18.529
-181.828, 7.362, 7.733, 18.562
-181.827, 7.101, 7.820, 18.595
-181.825, 6.837, 7.913, 18.628
-181.823, 6.570, 8.011, 18.661
-181.821, 6.300, 8.113, 18.694
-181.819, 6.026, 8.218, 18.727
-181.818, 5.749, 8.325, 18.760
-181.816, 5.468, 8.435, 18.793
-181.814, 5.184, 8.547, 18.826
-181.812, 4.895, 8.659, 18.859
-181.810, 4.604, 8.774, 18.892
-181.808, 4.308, 8.888, 18.925
-181.806, 4.008, 9.004, 18.958
-181.804, 3.705, 9.118, 18.991
-181.802, 3.398, 9.227, 19.024
-181.800, 3.088, 9.317, 19.057
-181.798, 2.776, 9.371, 19.090
-181.796, 2.464, 9.377, 19.123
-181.794, 2.153, 9.339, 19.156
-181.792, 1.845, 9.266, 19.189
-181.790, 1.540, 9.165, 19.222
-181.788, 1.238, 9.047, 19.255
-181.786, 0.942, 8.920, 19.288
-181.784, 0.649, 8.788, 19.321
-181.783, 0.361, 8.659, 19.354
-181.781, 0.076, 8.537, 19.387
-181.779, -0.205, 8.427, 19.420
-181.777, -0.482, 8.333, 19.453
-181.775, -0.758, 8.259, 19.486
-181.773, -1.032, 8.210, 19.519
-181.772, -1.305, 8.187, 19.552
-181.770, -1.578, 8.187, 19.585
-181.768, -1.852, 8.207, 19.618
-181.766, -2.127, 8.242, 19.651
-181.764, -2.404, 8.290, 19.684
-181.763, -2.682, 8.349, 19.717
-181.761, -2.963, 8.417, 19.750
-181.759, -3.246, 8.493, 19.783
-181.757, -3.532, 8.574, 19.816
-181.755, -3.821, 8.661, 19.849
-181.753, -4.113, 8.753, 19.882
-181.751, -4.407, 8.848, 19.915
-181.749, -4.706, 8.947, 19.948
-181.747, -5.007, 9.048, 19.981
-181.746, -5.312, 9.151, 20.014
-181.744, -5.620, 9.256, 20.047
-181.742, -5.931, 9.363, 20.080
-181.740, -6.247, 9.471, 20.113
-181.738, -6.566, 9.579, 20.146
-181.735, -6.888, 9.689, 20.179
-181.733, -7.214, 9.799, 20.212
-181.731, -7.544, 9.910, 20.245
-181.729, -7.877, 10.021, 20.278
-181.727, -8.214, 10.132, 20.311
-181.725, -8.555, 10.243, 20.344
-181.723, -8.899, 10.353, 20.377
-181.721, -9.247, 10.458, 20.410
-181.718, -9.598, 10.550, 20.443
-181.716, -9.951, 10.614, 20.476
-181.714, -10.305, 10.633, 20.509
-181.712, -10.659, 10.605, 20.542
-181.710, -11.009, 10.540, 20.575
-181.707, -11.357, 10.450, 20.608
-181.705, -11.701, 10.343, 20.641
-181.703, -12.042, 10.227, 20.674
-181.701, -12.378, 10.108, 20.707
-181.699, -12.711, 9.992, 20.740
-181.697, -13.040, 9.882, 20.773
-181.695, -13.366, 9.784, 20.806
-181.693, -13.690, 9.703, 20.839
-181.691, -14.011, 9.642, 20.872
-181.689, -14.331, 9.604, 20.905
-181.687, -14.651, 9.586, 20.938
-181.685, -14.971, 9.587, 20.971
-181.682, -15.291, 9.604, 21.004
-181.680, -15.613, 9.634, 21.037
-181.678, -15.935, 9.675, 21.070
-181.676, -16.260, 9.725, 21.103
-181.674, -16.586, 9.783, 21.136
-181.672, -16.915, 9.848, 21.169
-181.670, -17.245, 9.919, 21.202
-181.668, -17.578, 9.995, 21.235
-181.666, -17.914, 10.075, 21.268
-181.663, -18.253, 10.159, 21.301
-181.661, -18.594, 10.246, 21.334
-181.659, -18.938, 10.335, 21.367
-181.657, -19.286, 10.427, 21.400
-181.655, -19.636, 10.521, 21.433
-181.652, -19.990, 10.616, 21.466
-181.650, -20.346, 10.713, 21.499
-181.648, -20.706, 10.811, 21.532
-181.645, -21.070, 10.911, 21.565
-181.643, -21.436, 11.011, 21.598
-181.641, -21.806, 11.112, 21.631
-181.638, -22.179, 11.214, 21.664
-181.636, -22.556, 11.317, 21.697
-181.634, -22.936, 11.420, 21.730
-181.631, -23.319, 11.523, 21.763
-181.629, -23.706, 11.627, 21.796
-181.626, -24.096, 11.731, 21.829
-181.624, -24.490, 11.835, 21.862
-181.621, -24.887, 11.938, 21.895
-181.619, -25.288, 12.037, 21.928
-181.616, -25.692, 12.125, 21.961
-181.614, -26.097, 12.188, 21.994
-181.611, -26.504, 12.209, 22.027
-181.608, -26.909, 12.182, 22.060
-181.606, -27.313, 12.116, 22.093
-181.603, -27.713, 12.023, 22.126
-181.601, -28.110, 11.912, 22.159
-181.598, -28.502, 11.789, 22.192
-181.596, -28.891, 11.662, 22.225
-181.593, -29.275, 11.534, 22.258
-181.591, -29.655, 11.412, 22.291
-181.588, -30.032, 11.299, 22.324
-181.586, -30.405, 11.200, 22.357
-181.584, -30.776, 11.118, 22.390
-181.581, -31.144, 11.058, 22.423
-181.579, -31.512, 11.017, 22.456
-181.576, -31.878, 10.993, 22.489
-181.574, -32.245, 10.986, 22.522
-181.571, -32.612, 10.992, 22.555
-181.569, -32.979, 11.011, 22.588
-181.567, -33.347, 11.040, 22.621
-181.564, -33.717, 11.078, 22.654
-181.562, -34.088, 11.124, 22.687
-181.559, -34.461, 11.176, 22.720
-181.557, -34.835, 11.234, 22.753
-181.554, -35.212, 11.297, 22.786
-181.552, -35.591, 11.365, 22.819
-181.549, -35.972, 11.437, 22.852
-181.546, -36.356, 11.512, 22.885
-181.544, -36.742, 11.590, 22.918
-181.541, -37.131, 11.671, 22.951
-181.539, -37.523, 11.755, 22.984
-181.536, -37.917, 11.841, 23.017
-181.533, -38.314, 11.928, 23.050
